CampaignApplicationId,MetricId,Survey,Campaign,Closing Date,Application,Application Status,Question,Answer
39101,1000004,Application Properties,Update Survey Answers on Green Apps for SW Maint_Budget,04/29/2023,Budget,complete,What is the application type?,Asset Management Operations / Technology
39101,1000002,Application Properties,Update Survey Answers on Green Apps for SW Maint_Budget,04/29/2023,Budget,complete,Application Owner's name,G Money
39101,1000033,Application Properties,Update Survey Answers on Green Apps for SW Maint_Budget,04/29/2023,Budget,complete,In what year was this application first put into production?,2015
39101,10000808,Cloud Readiness Assessment,Update Survey Answers on Green Apps for SW Maint_Budget,04/29/2023,Budget,complete,[Technical Enablers] What are the relationships beyond the application boundaries?,Internal services exposed through an API
39101,10000809,Cloud Readiness Assessment,Update Survey Answers on Green Apps for SW Maint_Budget,04/29/2023,Budget,complete,[Technical Enablers] What is the database provider for this application?,Proprietary but deployable in the Cloud (IaaS)
39101,10000810,Cloud Readiness Assessment,Update Survey Answers on Green Apps for SW Maint_Budget,04/29/2023,Budget,complete,[Process Maturity] What is the average skill on Cloud technologies and practices within the development team for this application?,Basic knowledge
39101,10000811,Cloud Readiness Assessment,Update Survey Answers on Green Apps for SW Maint_Budget,04/29/2023,Budget,complete,[Business Drivers] What is the current (or expected) Service Level Agreement for this application?,No specifically defined SLA
39101,10000800,Cloud Readiness Assessment,Update Survey Answers on Green Apps for SW Maint_Budget,04/29/2023,Budget,complete,[Process Maturity] What is the evolution model and feedback loop approach for this application?,Continuous Delivery
39101,10000801,Cloud Readiness Assessment,Update Survey Answers on Green Apps for SW Maint_Budget,04/29/2023,Budget,complete,[Technical Enablers] What is the current deployment platform for this application?,Desktop application
39101,10000802,Cloud Readiness Assessment,Update Survey Answers on Green Apps for SW Maint_Budget,04/29/2023,Budget,complete,[Technical Enablers] What is the current user authentication mechanism used by this application?,Enterprise AD
39101,10000803,Cloud Readiness Assessment,Update Survey Answers on Green Apps for SW Maint_Budget,04/29/2023,Budget,complete,[Technical Enablers]  How is this application exposed to external services/applications?,REST API exposed
39101,10000901,Cloud Readiness Assessment,Update Survey Answers on Green Apps for SW Maint_Budget,04/29/2023,Budget,complete,[Business Drivers] Does this application correspond to a specific workload?,Other / Not Applicable
39101,10000805,Cloud Readiness Assessment,Update Survey Answers on Green Apps for SW Maint_Budget,04/29/2023,Budget,complete,[Business Drivers] How is data consumed from this application?,Data Analytics
39101,10000806,Cloud Readiness Assessment,Update Survey Answers on Green Apps for SW Maint_Budget,04/29/2023,Budget,complete,[Process Maturity] What is the level of deployment process automation for provisioning and configuration for this application?,Semi-automated
39101,10000807,Cloud Readiness Assessment,Update Survey Answers on Green Apps for SW Maint_Budget,04/29/2023,Budget,complete,[Technical Enablers] Is this application multi-tenant?,"Yes, muti-tenant front with a dedicated database"
39101,10048697,Green Impact,Update Survey Answers on Green Apps for SW Maint_Budget,04/29/2023,Budget,complete,[Green Impact] What is the primary programming languages used in your application?,C++
39101,10048696,Green Impact,Update Survey Answers on Green Apps for SW Maint_Budget,04/29/2023,Budget,complete,[Green Impact] Does the application development team work with multiple monitor screens?,"No, they mostly work with one monitor screen only"
39101,10048699,Green Impact,Update Survey Answers on Green Apps for SW Maint_Budget,04/29/2023,Budget,complete,[Green Impact] Does your application use dynamic code analysis tools to monitor real-time power consumption?,"Yes, sometimes"
39101,10048698,Green Impact,Update Survey Answers on Green Apps for SW Maint_Budget,04/29/2023,Budget,complete,[Green Impact] Does your application leverage AI (Artificial Intelligence) capabilities?,No
39101,10048701,Green Impact,Update Survey Answers on Green Apps for SW Maint_Budget,04/29/2023,Budget,complete,[Green Impact] Does your application have data purge mechanism in place? ,No
39101,10048700,Green Impact,Update Survey Answers on Green Apps for SW Maint_Budget,04/29/2023,Budget,complete,[Green Impact] How is your application deployed to end-users?,Cloud / Data Center
39101,10048703,Green Impact,Update Survey Answers on Green Apps for SW Maint_Budget,04/29/2023,Budget,complete,[Green Impact] How many days per week does your develop team work from home in average?,Full remote
39101,10048702,Green Impact,Update Survey Answers on Green Apps for SW Maint_Budget,04/29/2023,Budget,complete,[Green Impact] Does your application use cache policy to minimize data exchange?,No
39101,10048691,Green Impact,Update Survey Answers on Green Apps for SW Maint_Budget,04/29/2023,Budget,complete,[Green Impact] Does your application use any third-party Static Code Analysis tools for performance tuning?,"Yes, on a systematic basis"
39101,10048693,Green Impact,Update Survey Answers on Green Apps for SW Maint_Budget,04/29/2023,Budget,complete,[Green Impact] Does your application run on Linux?,"Yes, entirely running on Linux"
39101,10048692,Green Impact,Update Survey Answers on Green Apps for SW Maint_Budget,04/29/2023,Budget,complete,[Green Impact] Does your application use NoSQL database?,"Yes, only NoSQL"
39101,10048695,Green Impact,Update Survey Answers on Green Apps for SW Maint_Budget,04/29/2023,Budget,complete,[Green Impact] Does the application development team use laptop or desktop computers?,Mostly laptop computers
39101,10048694,Green Impact,Update Survey Answers on Green Apps for SW Maint_Budget,04/29/2023,Budget,complete,[Green Impact] Which background color of the screen mostly your application use?,Black
42324,1000011,Business Impact,Cobol Apps for Cloud Patterns_CobolMaster,06/11/2020,CobolMaster,complete,What is the average number of FTE (Full Time Equivalent) resources that have worked on the source code for this application over the last 12 months?,50.0
42324,1000009,Business Impact,Cobol Apps for Cloud Patterns_CobolMaster,06/11/2020,CobolMaster,complete,Is this application aligned with the company's future technology direction?,Yes
42324,1000022,Business Impact,Cobol Apps for Cloud Patterns_CobolMaster,06/11/2020,CobolMaster,complete,Could failure of this application lead to loss of customer confidence? Please define the level of impact.,Low
42324,1000006,Business Impact,Cobol Apps for Cloud Patterns_CobolMaster,06/11/2020,CobolMaster,complete,The number of major releases delivered over the last 12 months for this application?,4 to 6
42324,1000021,Business Impact,Cobol Apps for Cloud Patterns_CobolMaster,06/11/2020,CobolMaster,complete,Could failure of this application lead to harm of the company's public image? Please define the level of impact.,High
42324,1000020,Business Impact,Cobol Apps for Cloud Patterns_CobolMaster,06/11/2020,CobolMaster,complete,Could failure of this application lead to loss of revenue or business opportunity? Please define the level of impact.,Medium
42324,1000019,Business Impact,Cobol Apps for Cloud Patterns_CobolMaster,06/11/2020,CobolMaster,complete,Could failure of this application lead to disruption? Please define the level of impact.,Medium
42324,1000018,Business Impact,Cobol Apps for Cloud Patterns_CobolMaster,06/11/2020,CobolMaster,complete,What is the approximate number of end users for this application?,100 to 500
42324,1000017,Business Impact,Cobol Apps for Cloud Patterns_CobolMaster,06/11/2020,CobolMaster,complete,Does the application serve internal or external users?,Internal users or business processes
42324,1000427,Application Properties,Cobol Apps for Cloud Patterns_CobolMaster,06/11/2020,CobolMaster,complete,Is this application a custom application or a Commercial Off The Shelf product?,Custom Application
42324,1000004,Application Properties,Cobol Apps for Cloud Patterns_CobolMaster,06/11/2020,CobolMaster,complete,What is the application type?,Data Mining and Business Intelligence
42324,1000002,Application Properties,Cobol Apps for Cloud Patterns_CobolMaster,06/11/2020,CobolMaster,complete,Application Owner's name,G Money
42324,1000033,Application Properties,Cobol Apps for Cloud Patterns_CobolMaster,06/11/2020,CobolMaster,complete,In what year was this application first put into production?,1990
42324,10000808,Cloud Readiness Assessment,Cobol Apps for Cloud Patterns_CobolMaster,06/11/2020,CobolMaster,complete,[Technical Enablers] What are the relationships beyond the application boundaries?,Internal services not exposed
42324,10000809,Cloud Readiness Assessment,Cobol Apps for Cloud Patterns_CobolMaster,06/11/2020,CobolMaster,complete,[Technical Enablers] What is the database provider for this application?,Proprietary but deployable in the Cloud (IaaS)
42324,10000810,Cloud Readiness Assessment,Cobol Apps for Cloud Patterns_CobolMaster,06/11/2020,CobolMaster,complete,[Process Maturity] What is the average skill on Cloud technologies and practices within the development team for this application?,Basic knowledge
42324,10000811,Cloud Readiness Assessment,Cobol Apps for Cloud Patterns_CobolMaster,06/11/2020,CobolMaster,complete,[Business Drivers] What is the current (or expected) Service Level Agreement for this application?,SLA with maintenance timeframe
42324,10000800,Cloud Readiness Assessment,Cobol Apps for Cloud Patterns_CobolMaster,06/11/2020,CobolMaster,complete,[Process Maturity] What is the evolution model and feedback loop approach for this application?,Waterfall
42324,10000801,Cloud Readiness Assessment,Cobol Apps for Cloud Patterns_CobolMaster,06/11/2020,CobolMaster,complete,[Technical Enablers] What is the current deployment platform for this application?,Back-End application
42324,10000802,Cloud Readiness Assessment,Cobol Apps for Cloud Patterns_CobolMaster,06/11/2020,CobolMaster,complete,[Technical Enablers] What is the current user authentication mechanism used by this application?,Login/Password authentication
42324,10000803,Cloud Readiness Assessment,Cobol Apps for Cloud Patterns_CobolMaster,06/11/2020,CobolMaster,complete,[Technical Enablers]  How is this application exposed to external services/applications?,API non exposed on a network protocol
42324,10000901,Cloud Readiness Assessment,Cobol Apps for Cloud Patterns_CobolMaster,06/11/2020,CobolMaster,complete,[Business Drivers] Does this application correspond to a specific workload?,Big Data
42324,10000805,Cloud Readiness Assessment,Cobol Apps for Cloud Patterns_CobolMaster,06/11/2020,CobolMaster,complete,[Business Drivers] How is data consumed from this application?,Data Analytics
42324,10000806,Cloud Readiness Assessment,Cobol Apps for Cloud Patterns_CobolMaster,06/11/2020,CobolMaster,complete,[Process Maturity] What is the level of deployment process automation for provisioning and configuration for this application?,No automation
42324,10000807,Cloud Readiness Assessment,Cobol Apps for Cloud Patterns_CobolMaster,06/11/2020,CobolMaster,complete,[Technical Enablers] Is this application multi-tenant?,No (single-tenant)
42325,1000011,Business Impact,Cobol Apps for Cloud Patterns_CobolUnitTest,06/11/2020,CobolUnitTest,complete,What is the average number of FTE (Full Time Equivalent) resources that have worked on the source code for this application over the last 12 months?,25.0
42325,1000009,Business Impact,Cobol Apps for Cloud Patterns_CobolUnitTest,06/11/2020,CobolUnitTest,complete,Is this application aligned with the company's future technology direction?,Yes
42325,1000022,Business Impact,Cobol Apps for Cloud Patterns_CobolUnitTest,06/11/2020,CobolUnitTest,complete,Could failure of this application lead to loss of customer confidence? Please define the level of impact.,Medium
42325,1000006,Business Impact,Cobol Apps for Cloud Patterns_CobolUnitTest,06/11/2020,CobolUnitTest,complete,The number of major releases delivered over the last 12 months for this application?,7 to 12
42325,1000021,Business Impact,Cobol Apps for Cloud Patterns_CobolUnitTest,06/11/2020,CobolUnitTest,complete,Could failure of this application lead to harm of the company's public image? Please define the level of impact.,Medium
42325,1000020,Business Impact,Cobol Apps for Cloud Patterns_CobolUnitTest,06/11/2020,CobolUnitTest,complete,Could failure of this application lead to loss of revenue or business opportunity? Please define the level of impact.,High
42325,1000019,Business Impact,Cobol Apps for Cloud Patterns_CobolUnitTest,06/11/2020,CobolUnitTest,complete,Could failure of this application lead to disruption? Please define the level of impact.,Medium
42325,1000018,Business Impact,Cobol Apps for Cloud Patterns_CobolUnitTest,06/11/2020,CobolUnitTest,complete,What is the approximate number of end users for this application?,100 to 500
42325,1000017,Business Impact,Cobol Apps for Cloud Patterns_CobolUnitTest,06/11/2020,CobolUnitTest,complete,Does the application serve internal or external users?,Internal users or business processes
42325,1000427,Application Properties,Cobol Apps for Cloud Patterns_CobolUnitTest,06/11/2020,CobolUnitTest,complete,Is this application a custom application or a Commercial Off The Shelf product?,Custom Application
42325,1000004,Application Properties,Cobol Apps for Cloud Patterns_CobolUnitTest,06/11/2020,CobolUnitTest,complete,What is the application type?,Warehouse Management
42325,1000002,Application Properties,Cobol Apps for Cloud Patterns_CobolUnitTest,06/11/2020,CobolUnitTest,complete,Application Owner's name,G Money
42325,1000033,Application Properties,Cobol Apps for Cloud Patterns_CobolUnitTest,06/11/2020,CobolUnitTest,complete,In what year was this application first put into production?,1990
42325,10000808,Cloud Readiness Assessment,Cobol Apps for Cloud Patterns_CobolUnitTest,06/11/2020,CobolUnitTest,complete,[Technical Enablers] What are the relationships beyond the application boundaries?,Internal services exposed through an API
42325,10000809,Cloud Readiness Assessment,Cobol Apps for Cloud Patterns_CobolUnitTest,06/11/2020,CobolUnitTest,complete,[Technical Enablers] What is the database provider for this application?,Not compatible in the Cloud
42325,10000810,Cloud Readiness Assessment,Cobol Apps for Cloud Patterns_CobolUnitTest,06/11/2020,CobolUnitTest,complete,[Process Maturity] What is the average skill on Cloud technologies and practices within the development team for this application?,Basic knowledge
42325,10000811,Cloud Readiness Assessment,Cobol Apps for Cloud Patterns_CobolUnitTest,06/11/2020,CobolUnitTest,complete,[Business Drivers] What is the current (or expected) Service Level Agreement for this application?,SLA with maintenance timeframe
42325,10000800,Cloud Readiness Assessment,Cobol Apps for Cloud Patterns_CobolUnitTest,06/11/2020,CobolUnitTest,complete,[Process Maturity] What is the evolution model and feedback loop approach for this application?,Waterfall
42325,10000801,Cloud Readiness Assessment,Cobol Apps for Cloud Patterns_CobolUnitTest,06/11/2020,CobolUnitTest,complete,[Technical Enablers] What is the current deployment platform for this application?,Back-End application
42325,10000802,Cloud Readiness Assessment,Cobol Apps for Cloud Patterns_CobolUnitTest,06/11/2020,CobolUnitTest,complete,[Technical Enablers] What is the current user authentication mechanism used by this application?,Login/Password authentication
42325,10000803,Cloud Readiness Assessment,Cobol Apps for Cloud Patterns_CobolUnitTest,06/11/2020,CobolUnitTest,complete,[Technical Enablers]  How is this application exposed to external services/applications?,API non exposed on a network protocol
42325,10000901,Cloud Readiness Assessment,Cobol Apps for Cloud Patterns_CobolUnitTest,06/11/2020,CobolUnitTest,complete,[Business Drivers] Does this application correspond to a specific workload?,Other / Not Applicable
42325,10000805,Cloud Readiness Assessment,Cobol Apps for Cloud Patterns_CobolUnitTest,06/11/2020,CobolUnitTest,complete,[Business Drivers] How is data consumed from this application?,Classic Storage
42325,10000806,Cloud Readiness Assessment,Cobol Apps for Cloud Patterns_CobolUnitTest,06/11/2020,CobolUnitTest,complete,[Process Maturity] What is the level of deployment process automation for provisioning and configuration for this application?,Semi-automated
42325,10000807,Cloud Readiness Assessment,Cobol Apps for Cloud Patterns_CobolUnitTest,06/11/2020,CobolUnitTest,complete,[Technical Enablers] Is this application multi-tenant?,No (single-tenant)
42326,1000011,Business Impact,Cobol Apps for Cloud Patterns_NodeCobol,06/11/2020,NodeCobol,complete,What is the average number of FTE (Full Time Equivalent) resources that have worked on the source code for this application over the last 12 months?,25.0
42326,1000009,Business Impact,Cobol Apps for Cloud Patterns_NodeCobol,06/11/2020,NodeCobol,complete,Is this application aligned with the company's future technology direction?,Yes
42326,1000022,Business Impact,Cobol Apps for Cloud Patterns_NodeCobol,06/11/2020,NodeCobol,complete,Could failure of this application lead to loss of customer confidence? Please define the level of impact.,Very High
42326,1000006,Business Impact,Cobol Apps for Cloud Patterns_NodeCobol,06/11/2020,NodeCobol,complete,The number of major releases delivered over the last 12 months for this application?,7 to 12
42326,1000021,Business Impact,Cobol Apps for Cloud Patterns_NodeCobol,06/11/2020,NodeCobol,complete,Could failure of this application lead to harm of the company's public image? Please define the level of impact.,Very High
42326,1000020,Business Impact,Cobol Apps for Cloud Patterns_NodeCobol,06/11/2020,NodeCobol,complete,Could failure of this application lead to loss of revenue or business opportunity? Please define the level of impact.,High
42326,1000019,Business Impact,Cobol Apps for Cloud Patterns_NodeCobol,06/11/2020,NodeCobol,complete,Could failure of this application lead to disruption? Please define the level of impact.,High
42326,1000018,Business Impact,Cobol Apps for Cloud Patterns_NodeCobol,06/11/2020,NodeCobol,complete,What is the approximate number of end users for this application?,More than 2500
42326,1000017,Business Impact,Cobol Apps for Cloud Patterns_NodeCobol,06/11/2020,NodeCobol,complete,Does the application serve internal or external users?,Both
42326,1000427,Application Properties,Cobol Apps for Cloud Patterns_NodeCobol,06/11/2020,NodeCobol,complete,Is this application a custom application or a Commercial Off The Shelf product?,Custom Application
42326,1000004,Application Properties,Cobol Apps for Cloud Patterns_NodeCobol,06/11/2020,NodeCobol,complete,What is the application type?,Inventory Management
42326,1000002,Application Properties,Cobol Apps for Cloud Patterns_NodeCobol,06/11/2020,NodeCobol,complete,Application Owner's name,G Money
42326,1000033,Application Properties,Cobol Apps for Cloud Patterns_NodeCobol,06/11/2020,NodeCobol,complete,In what year was this application first put into production?,1990
42326,10000808,Cloud Readiness Assessment,Cobol Apps for Cloud Patterns_NodeCobol,06/11/2020,NodeCobol,complete,[Technical Enablers] What are the relationships beyond the application boundaries?,Internal services exposed through an API
42326,10000809,Cloud Readiness Assessment,Cobol Apps for Cloud Patterns_NodeCobol,06/11/2020,NodeCobol,complete,[Technical Enablers] What is the database provider for this application?,Standard and supported as a service in the Cloud (PaaS)
42326,10000810,Cloud Readiness Assessment,Cobol Apps for Cloud Patterns_NodeCobol,06/11/2020,NodeCobol,complete,[Process Maturity] What is the average skill on Cloud technologies and practices within the development team for this application?,Advanced skills & experience
42326,10000811,Cloud Readiness Assessment,Cobol Apps for Cloud Patterns_NodeCobol,06/11/2020,NodeCobol,complete,[Business Drivers] What is the current (or expected) Service Level Agreement for this application?,SLA with continuity of service
42326,10000800,Cloud Readiness Assessment,Cobol Apps for Cloud Patterns_NodeCobol,06/11/2020,NodeCobol,complete,[Process Maturity] What is the evolution model and feedback loop approach for this application?,DevOps
42326,10000801,Cloud Readiness Assessment,Cobol Apps for Cloud Patterns_NodeCobol,06/11/2020,NodeCobol,complete,[Technical Enablers] What is the current deployment platform for this application?,Back-End application
42326,10000802,Cloud Readiness Assessment,Cobol Apps for Cloud Patterns_NodeCobol,06/11/2020,NodeCobol,complete,[Technical Enablers] What is the current user authentication mechanism used by this application?,Single Sign On
42326,10000803,Cloud Readiness Assessment,Cobol Apps for Cloud Patterns_NodeCobol,06/11/2020,NodeCobol,complete,[Technical Enablers]  How is this application exposed to external services/applications?,API exposed on other network protocol
42326,10000901,Cloud Readiness Assessment,Cobol Apps for Cloud Patterns_NodeCobol,06/11/2020,NodeCobol,complete,[Business Drivers] Does this application correspond to a specific workload?,Big Compute
42326,10000805,Cloud Readiness Assessment,Cobol Apps for Cloud Patterns_NodeCobol,06/11/2020,NodeCobol,complete,[Business Drivers] How is data consumed from this application?,Information Management
42326,10000806,Cloud Readiness Assessment,Cobol Apps for Cloud Patterns_NodeCobol,06/11/2020,NodeCobol,complete,[Process Maturity] What is the level of deployment process automation for provisioning and configuration for this application?,Fully-automated
42326,10000807,Cloud Readiness Assessment,Cobol Apps for Cloud Patterns_NodeCobol,06/11/2020,NodeCobol,complete,[Technical Enablers] Is this application multi-tenant?,Full multi-tenant application
97771,1000011,Business Impact,Update Survey Answers on Green Apps for SW Maint_Loki,04/29/2023,Loki,complete,What is the average number of FTE (Full Time Equivalent) resources that have worked on the source code for this application over the last 12 months?,45.0
97771,1000009,Business Impact,Update Survey Answers on Green Apps for SW Maint_Loki,04/29/2023,Loki,complete,Is this application aligned with the company's future technology direction?,Yes
97771,1000022,Business Impact,Update Survey Answers on Green Apps for SW Maint_Loki,04/29/2023,Loki,complete,Could failure of this application lead to loss of customer confidence? Please define the level of impact.,High
97771,1000006,Business Impact,Update Survey Answers on Green Apps for SW Maint_Loki,04/29/2023,Loki,complete,The number of major releases delivered over the last 12 months for this application?,7 to 12
97771,1000021,Business Impact,Update Survey Answers on Green Apps for SW Maint_Loki,04/29/2023,Loki,complete,Could failure of this application lead to harm of the company's public image? Please define the level of impact.,Medium
97771,1000020,Business Impact,Update Survey Answers on Green Apps for SW Maint_Loki,04/29/2023,Loki,complete,Could failure of this application lead to loss of revenue or business opportunity? Please define the level of impact.,High
97771,1000019,Business Impact,Update Survey Answers on Green Apps for SW Maint_Loki,04/29/2023,Loki,complete,Could failure of this application lead to disruption? Please define the level of impact.,Medium
97771,1000018,Business Impact,Update Survey Answers on Green Apps for SW Maint_Loki,04/29/2023,Loki,complete,What is the approximate number of end users for this application?,100 to 500
97771,1000017,Business Impact,Update Survey Answers on Green Apps for SW Maint_Loki,04/29/2023,Loki,complete,Does the application serve internal or external users?,Internal users or business processes
97771,1000015,Software Maintenance Estimate,Update Survey Answers on Green Apps for SW Maint_Loki,04/29/2023,Loki,complete,What is the average skill level of the development team on this type of application?,3 years
97771,1000012,Software Maintenance Estimate,Update Survey Answers on Green Apps for SW Maint_Loki,04/29/2023,Loki,complete,What percentage of the development effort has been spent on maintenance for this application over the last 12 months?,5.0
97771,1000121,Software Maintenance Estimate,Update Survey Answers on Green Apps for SW Maint_Loki,04/29/2023,Loki,complete,What is the percentage of change to the base code for this application over the last 12 months?,1.0
97771,1000032,Software Maintenance Estimate,Update Survey Answers on Green Apps for SW Maint_Loki,04/29/2023,Loki,complete,What is the CMMI level of the organization?,Level 2
97771,1000016,Software Maintenance Estimate,Update Survey Answers on Green Apps for SW Maint_Loki,04/29/2023,Loki,complete,What is the annual staff turnover within the development team for this application?,3%
97771,1000427,Application Properties,Update Survey Answers on Green Apps for SW Maint_Loki,04/29/2023,Loki,complete,Is this application a custom application or a Commercial Off The Shelf product?,Custom Application
97771,1000004,Application Properties,Update Survey Answers on Green Apps for SW Maint_Loki,04/29/2023,Loki,complete,What is the application type?,Call Center
97771,1000002,Application Properties,Update Survey Answers on Green Apps for SW Maint_Loki,04/29/2023,Loki,complete,Application Owner's name,G Money
97771,1000033,Application Properties,Update Survey Answers on Green Apps for SW Maint_Loki,04/29/2023,Loki,complete,In what year was this application first put into production?,2015
97771,10000808,Cloud Readiness Assessment,Update Survey Answers on Green Apps for SW Maint_Loki,04/29/2023,Loki,complete,[Technical Enablers] What are the relationships beyond the application boundaries?,Internal services exposed through an API
97771,10000809,Cloud Readiness Assessment,Update Survey Answers on Green Apps for SW Maint_Loki,04/29/2023,Loki,complete,[Technical Enablers] What is the database provider for this application?,Proprietary but deployable in the Cloud (IaaS)
97771,10000810,Cloud Readiness Assessment,Update Survey Answers on Green Apps for SW Maint_Loki,04/29/2023,Loki,complete,[Process Maturity] What is the average skill on Cloud technologies and practices within the development team for this application?,Basic knowledge
97771,10000811,Cloud Readiness Assessment,Update Survey Answers on Green Apps for SW Maint_Loki,04/29/2023,Loki,complete,[Business Drivers] What is the current (or expected) Service Level Agreement for this application?,SLA with maintenance timeframe
97771,10000800,Cloud Readiness Assessment,Update Survey Answers on Green Apps for SW Maint_Loki,04/29/2023,Loki,complete,[Process Maturity] What is the evolution model and feedback loop approach for this application?,Agile Development
97771,10000801,Cloud Readiness Assessment,Update Survey Answers on Green Apps for SW Maint_Loki,04/29/2023,Loki,complete,[Technical Enablers] What is the current deployment platform for this application?,Web application
97771,10000802,Cloud Readiness Assessment,Update Survey Answers on Green Apps for SW Maint_Loki,04/29/2023,Loki,complete,[Technical Enablers] What is the current user authentication mechanism used by this application?,Login/Password authentication
97771,10000803,Cloud Readiness Assessment,Update Survey Answers on Green Apps for SW Maint_Loki,04/29/2023,Loki,complete,[Technical Enablers]  How is this application exposed to external services/applications?,REST API exposed
97771,10000901,Cloud Readiness Assessment,Update Survey Answers on Green Apps for SW Maint_Loki,04/29/2023,Loki,complete,[Business Drivers] Does this application correspond to a specific workload?,Other / Not Applicable
97771,10000805,Cloud Readiness Assessment,Update Survey Answers on Green Apps for SW Maint_Loki,04/29/2023,Loki,complete,[Business Drivers] How is data consumed from this application?,Information Management
97771,10000806,Cloud Readiness Assessment,Update Survey Answers on Green Apps for SW Maint_Loki,04/29/2023,Loki,complete,[Process Maturity] What is the level of deployment process automation for provisioning and configuration for this application?,Semi-automated
97771,10000807,Cloud Readiness Assessment,Update Survey Answers on Green Apps for SW Maint_Loki,04/29/2023,Loki,complete,[Technical Enablers] Is this application multi-tenant?,No (single-tenant)
97771,10048697,Green Impact,Update Survey Answers on Green Apps for SW Maint_Loki,04/29/2023,Loki,complete,[Green Impact] What is the primary programming languages used in your application?,C++
97771,10048696,Green Impact,Update Survey Answers on Green Apps for SW Maint_Loki,04/29/2023,Loki,complete,[Green Impact] Does the application development team work with multiple monitor screens?,"Yes, they mostly work with multiple monitor screens"
97771,10048699,Green Impact,Update Survey Answers on Green Apps for SW Maint_Loki,04/29/2023,Loki,complete,[Green Impact] Does your application use dynamic code analysis tools to monitor real-time power consumption?,"Yes, on a systematically basis"
97771,10048698,Green Impact,Update Survey Answers on Green Apps for SW Maint_Loki,04/29/2023,Loki,complete,[Green Impact] Does your application leverage AI (Artificial Intelligence) capabilities?,No
97771,10048701,Green Impact,Update Survey Answers on Green Apps for SW Maint_Loki,04/29/2023,Loki,complete,[Green Impact] Does your application have data purge mechanism in place? ,No
97771,10048700,Green Impact,Update Survey Answers on Green Apps for SW Maint_Loki,04/29/2023,Loki,complete,[Green Impact] How is your application deployed to end-users?,Cloud / Data Center
97771,10048703,Green Impact,Update Survey Answers on Green Apps for SW Maint_Loki,04/29/2023,Loki,complete,[Green Impact] How many days per week does your develop team work from home in average?,Full office
97771,10048702,Green Impact,Update Survey Answers on Green Apps for SW Maint_Loki,04/29/2023,Loki,complete,[Green Impact] Does your application use cache policy to minimize data exchange?,Yes
97771,10048691,Green Impact,Update Survey Answers on Green Apps for SW Maint_Loki,04/29/2023,Loki,complete,[Green Impact] Does your application use any third-party Static Code Analysis tools for performance tuning?,No
97771,10048693,Green Impact,Update Survey Answers on Green Apps for SW Maint_Loki,04/29/2023,Loki,complete,[Green Impact] Does your application run on Linux?,Not at all
97771,10048692,Green Impact,Update Survey Answers on Green Apps for SW Maint_Loki,04/29/2023,Loki,complete,[Green Impact] Does your application use NoSQL database?,"No, only SQL databases are used"
97771,10048695,Green Impact,Update Survey Answers on Green Apps for SW Maint_Loki,04/29/2023,Loki,complete,[Green Impact] Does the application development team use laptop or desktop computers?,Mostly desktop computers
97771,10048694,Green Impact,Update Survey Answers on Green Apps for SW Maint_Loki,04/29/2023,Loki,complete,[Green Impact] Which background color of the screen mostly your application use?,White
130835,1000011,Business Impact,Update Survey Answers on Green Apps for SW Maint_Grogu,04/29/2023,Grogu,complete,What is the average number of FTE (Full Time Equivalent) resources that have worked on the source code for this application over the last 12 months?,50.0
130835,1000009,Business Impact,Update Survey Answers on Green Apps for SW Maint_Grogu,04/29/2023,Grogu,complete,Is this application aligned with the company's future technology direction?,Yes
130835,1000022,Business Impact,Update Survey Answers on Green Apps for SW Maint_Grogu,04/29/2023,Grogu,complete,Could failure of this application lead to loss of customer confidence? Please define the level of impact.,High
130835,1000006,Business Impact,Update Survey Answers on Green Apps for SW Maint_Grogu,04/29/2023,Grogu,complete,The number of major releases delivered over the last 12 months for this application?,4 to 6
130835,1000021,Business Impact,Update Survey Answers on Green Apps for SW Maint_Grogu,04/29/2023,Grogu,complete,Could failure of this application lead to harm of the company's public image? Please define the level of impact.,Very High
130835,1000020,Business Impact,Update Survey Answers on Green Apps for SW Maint_Grogu,04/29/2023,Grogu,complete,Could failure of this application lead to loss of revenue or business opportunity? Please define the level of impact.,High
130835,1000019,Business Impact,Update Survey Answers on Green Apps for SW Maint_Grogu,04/29/2023,Grogu,complete,Could failure of this application lead to disruption? Please define the level of impact.,High
130835,1000018,Business Impact,Update Survey Answers on Green Apps for SW Maint_Grogu,04/29/2023,Grogu,complete,What is the approximate number of end users for this application?,More than 2500
130835,1000017,Business Impact,Update Survey Answers on Green Apps for SW Maint_Grogu,04/29/2023,Grogu,complete,Does the application serve internal or external users?,Both
130835,1000015,Software Maintenance Estimate,Update Survey Answers on Green Apps for SW Maint_Grogu,04/29/2023,Grogu,complete,What is the average skill level of the development team on this type of application?,1 year
130835,1000012,Software Maintenance Estimate,Update Survey Answers on Green Apps for SW Maint_Grogu,04/29/2023,Grogu,complete,What percentage of the development effort has been spent on maintenance for this application over the last 12 months?,20.0
130835,1000121,Software Maintenance Estimate,Update Survey Answers on Green Apps for SW Maint_Grogu,04/29/2023,Grogu,complete,What is the percentage of change to the base code for this application over the last 12 months?,5.0
130835,1000032,Software Maintenance Estimate,Update Survey Answers on Green Apps for SW Maint_Grogu,04/29/2023,Grogu,complete,What is the CMMI level of the organization?,Level 2
130835,1000016,Software Maintenance Estimate,Update Survey Answers on Green Apps for SW Maint_Grogu,04/29/2023,Grogu,complete,What is the annual staff turnover within the development team for this application?,3%
